tiempo;valor;maker;bp;dx;sq;ma
101.89;1.684570313;0;-0.009558607;-1.170324445;1.369659307;16.93175322
102.62;1.684570313;0;0.066578178;3.129575993;9.794245894;2.968468929
102.99;1.684570313;0;-0.026566177;-0.212028212;0.044955963;2.20354399
103.83;1.684570313;0;0.120564961;-15.26330324;232.9684257;44.75092504
104.02;1.684570313;0;-0.034877826;-0.027420337;0.000751875;10.12765212
104.125;1.684570313;1;0.023167127;-2.336890796;5.461058594;1.903726842
104.68;1.684570313;0;0.036313295;-4.965040364;24.65162582;7.762723737
105.64;1.684570313;0;0.068245083;3.923775398;15.39601337;4.201067637
106.65;1.684570313;0;0.066633728;3.987114116;15.89707897;4.152366937
107.01;1.684570313;0;-0.028320903;0.366231405;0.134125442;6.892704943
107.105;1.684570313;0;0.02788065;-2.026293989;4.105867331;1.335973365
107.985;1.684570313;0;-0.017004856;-1.09130207;1.190940208;14.71513953
108.995;1.684570313;0;0.022273193;-1.056452786;1.116092488;49.22057806
110.985;1.684570313;0;-0.012178062;-1.086323887;1.180099588;17.0761307
111.115;1.684570313;0;0.013842952;-2.480045253;6.150624455;1.690862948
111.985;1.684570313;0;-0.018620771;-1.021420603;1.043300048;16.61969415
112.115;1.684570313;0;0.011981749;-2.563777542;6.572955283;1.745847816
112.92;1.684570313;0;-0.012200578;-0.880964046;0.776097651;15.46119297
113.775;1.684570313;0;0.013624227;-1.988905859;3.955746514;41.92387475
113.795;1.684570313;1;-0.021391652;-0.910645199;0.829274679;15.12077282
114.355;1.684570313;0;0.09086645;-3.105810716;9.646060204;4.146476687
115.575;1.684570313;0;-0.026175408;0.769985371;0.592877472;10.89721135
116.14;1.684570313;0;0.078604469;2.950676519;8.706491921;4.291392797
116.145;1.684570313;0;0.093357851;1.373805361;1.88734117;4.353221845
116.175;1.684570313;0;0.027229482;-4.24737169;18.04016628;6.686771293
116.275;1.684570313;0;0.174061832;11.70841173;137.0869052;38.47605972
116.455;1.684570313;0;0.012245502;-2.133628952;4.552372505;38.35715144
117.1;1.684570313;0;0.05302485;-4.962303151;24.62445256;6.901152377
117.4;1.684570313;0;-0.006643008;-0.906352304;0.821474498;14.90258607
118.06;1.684570313;0;0.042234233;-4.85513263;23.57231286;7.602552242
118.38;1.684570313;0;-0.02749658;0.518282611;0.268616865;12.18742105
119.01;1.684570313;0;0.051558653;-4.358825512;18.99935985;5.175912011
119.335;1.684570313;1;-0.02203388;0.052236637;0.002728666;7.322072725
120.235;1.684570313;0;0.002999843;-2.26494135;5.12995932;29.06541964
121.245;1.684570313;0;-0.032209417;4.439609127;19.7101292;15.60967156
121.255;1.684570313;0;0.014497011;4.658522919;21.70183579;11.49274684
121.295;1.684570313;0;-0.005646271;-4.736956324;22.43875521;8.369368196
121.985;1.684570313;0;0.028302572;-16.65911999;277.5262789;67.16833757
123.08;1.684570313;1;-0.01723481;0.752564089;0.566352708;1.971709886
123.165;1.684570313;0;0.015538651;-1.891013329;3.575931412;0.950746877
124.97;1.684570313;1;-0.022104343;-1.059315779;1.122149919;1.269894098
125.33;1.684570313;0;0.078687847;3.340485073;11.15884053;4.852868566
125.635;1.684570313;0;0.027697649;-1.192387435;1.421787794;44.08981741
126.155;1.684570313;0;0.102107881;0.898193111;0.806750865;4.685755356
126.565;1.684570313;0;0.036310514;0.80306643;0.64491569;1.485202265
126.575;1.684570313;0;0.04201803;-0.171489433;0.029408626;1.293354973
127.95;1.684570313;0;-0.006303987;4.31020964;18.57790714;8.007130638
128.94;1.684570313;0;0.083996522;-4.062426022;16.50330518;5.08572842
128.945;1.684570313;1;0.063684392;-4.666138334;21.77284695;5.809437829
129.27;1.684570313;0;-0.026906352;0.462765144;0.214151578;11.42901159
129.965;1.684570313;1;0.058428834;3.807661342;14.4982849;3.181133162
130;1.684570313;0;-0.014915733;-3.776788491;14.26413131;0.475471044
130.305;1.684570313;0;-0.00958241;-0.723637339;0.523650999;12.07379572
131.31;1.684570313;0;-0.016769666;-0.534573718;0.285769059;16.58101679
131.315;1.684570313;0;-0.019442534;-0.401476024;0.161182998;16.00320484
131.335;1.684570313;0;-0.028056176;-0.509158502;0.25924238;4.256803907
134.255;1.684570313;0;0.007209421;1.535129662;2.356623078;71.0048546
135.125;1.684570313;0;0.157660017;12.54245253;157.3131154;32.21018514
135.335;1.684570313;0;-0.025472607;-0.581824372;0.3385196;16.75417436
136.075;1.684570313;0;0.055615417;-4.71256606;22.20827887;6.904802543
137.305;1.684570313;0;0.012542666;-1.149139278;1.320521081;39.18029031
137.32;1.684570313;0;-0.005600432;-1.044359742;1.09068727;16.59347033
138.935;1.684570313;0;0.085070287;-4.089922696;16.72746766;5.342234535
138.94;1.684570313;0;0.064620673;-4.739749374;22.46522413;6.058948166
139.37;1.684570313;0;0.018016412;-2.092791102;4.379774598;1.315690714
140.165;1.684570313;0;-0.026979024;-2.57086305;6.609336823;48.8220971
140.3;1.684570313;0;0.045551304;-2.666708611;7.111334817;3.468962299
141.125;1.684570313;0;0.002818125;-1.603464267;2.571097654;19.20695716
141.14;1.684570313;0;-0.018458324;-0.93756423;0.879026686;14.69340882
141.15;1.684570313;0;-0.02640887;-0.368192194;0.135565491;12.1721422
142.045;1.684570313;0;0.012852738;-1.38490696;1.917967287;34.30397048
142.055;1.684570313;0;-0.000902716;-1.18124075;1.395329709;18.77237671
142.07;1.684570313;0;-0.014059698;-0.262480071;0.068895788;11.67577848
142.195;1.684570313;0;0.008225724;-2.639287505;6.965838536;1.489860888
143.99;1.684570313;0;-0.028415502;0.156596345;0.024522415;10.95866536
144;1.684570313;1;-0.02600052;0.427233082;0.182528106;5.961488621
144.635;1.684570313;0;0.043052371;-4.767124205;22.72547319;6.412082529
144.64;1.684570313;0;0.01921675;-4.29531385;18.44972107;7.021975436
144.94;1.684570313;1;-0.019271656;-0.160778174;0.025849621;15.23854708
145.945;1.684570313;0;-0.021981461;-0.795212979;0.632363682;13.56181004
146.555;1.684570313;0;0.10105269;-0.131621343;0.017324178;4.757974959
146.57;1.684570313;0;0.075848471;-4.00980757;16.07855675;5.666947305
146.79;1.684570313;0;0.040578241;-2.614682002;6.836561972;83.19770501
146.8;1.684570313;0;0.016000151;-1.590892703;2.530939592;82.18557857
147.125;1.684570313;0;0.017474587;0.132039878;0.017434529;1.932226527
147.14;1.684570313;0;0.017689495;-0.326364323;0.106513672;1.735329869
147.17;1.684570313;0;-0.003016613;-0.694099774;0.481774496;0.811050144
147.195;1.684570313;0;-0.009819421;0.24862313;0.061813461;0.690683001
147.345;1.684570313;0;0.009420983;0.648065264;0.419988586;0.126000021
149.84;1.684570313;1;-0.014864547;0.511629657;0.261764906;1.822087614
150.405;1.684570313;0;0.081747102;3.454934432;11.93657193;4.602631613
151.385;1.684570313;0;0.020849993;-4.105515689;16.85525907;7.965043682
151.795;1.684570313;0;0.03997307;-1.840271158;3.386597935;1.316966423
152.315;1.684570313;0;0.088289458;2.900433003;8.412511607;4.586905603
153.56;1.684570313;1;0.027173911;0.455583626;0.20755644;48.89091259
156.46;1.684570313;0;0.003003555;0.329292093;0.108433283;85.21582307
157.315;1.684570313;0;0.183884977;10.55491733;111.4062798;38.64811162
157.5;1.684570313;1;0.00258767;-1.594239139;2.541598433;23.23853018
157.515;1.684570313;0;-0.016829898;-0.633932635;0.401870586;13.5311777
157.53;1.684570313;0;-0.022542112;-0.048242361;0.002327325;10.65631789
157.63;1.684570313;0;0.032714289;-1.952513383;3.81230851;1.319560608
158.5;1.684570313;0;-0.007670943;-0.95678621;0.915439851;21.05719916
159.51;1.684570313;1;-0.021515939;-0.100491447;0.010098531;15.17193365
159.525;1.684570313;0;-0.020811453;0.116133171;0.013486913;9.119888308
159.535;1.684570313;0;-0.020090316;-0.052011778;0.002705225;3.41087302
160.165;1.684570313;0;0.062772887;-4.063206107;16.50964387;4.021435998
160.465;1.684570313;0;-0.007401752;-1.30903013;1.713559882;15.66231627
160.485;1.684570313;0;-0.023152674;0.028625801;0.000819436;11.18896084
161.11;1.684570313;0;0.096022561;1.865005357;3.478244983;4.462207479
162.055;1.684570313;0;0.050769245;5.169767581;26.72649685;4.358785007
162.52;1.684570313;0;0.018142137;-2.584518014;6.679733364;1.591950621
163.335;1.684570313;0;-0.00643124;-1.73356945;3.005263039;19.59381774
163.345;1.684570313;0;-0.021666478;-0.849538408;0.721715507;14.82729344
164.335;1.684570313;1;-0.02253871;0.101695261;0.010341926;13.76359335
0.53;1.6796875;0;0.041872043;5.376883199;28.91087293;6.496909066
1.16;1.6796875;0;0.00663513;-0.33822833;0.114398403;1.164340744
1.175;1.6796875;0;-0.003496873;-1.166588368;1.360928421;1.232535222
1.8;1.6796875;0;-0.001661336;2.068926847;4.280458297;1.212917283
2.315;1.6796875;0;0.102053177;0.239017534;0.057129382;4.175388655
2.32;1.6796875;0;0.103248265;-1.449232801;2.100275711;4.188397081
2.325;1.6796875;0;0.096002101;-2.928381922;8.575420682;4.409771389
2.33;1.6796875;0;0.081360191;-4.004254321;16.03405267;4.881060325
2.665;1.6796875;0;-0.027517083;0.231367958;0.053531132;4.637950504
2.98;1.6796875;0;-0.087537235;-3.06911589;9.419472349;8.648911742
2.985;1.6796875;0;-0.102882814;-1.049510499;1.101472288;8.486619461
3.31;1.6796875;0;0.269086497;5.564503127;30.96369505;43.20161703
3.865;1.6796875;0;-0.020785708;1.133855039;1.285627249;2.273533865
3.89;1.6796875;0;0.011702564;1.001730038;1.003463069;1.520676071
3.895;1.6796875;0;0.016711214;0.659421602;0.43483685;1.427435708
3.91;1.6796875;0;0.020764794;-0.449200713;0.20178128;1.353893147
4.93;1.6796875;0;0.041814289;-5.023330766;25.23385198;8.213026951
5.31;1.6796875;0;0.025685187;1.400008735;1.960024459;1.260775284
5.315;1.6796875;0;0.032685231;0.98802803;0.976199387;1.26601249
5.33;1.6796875;0;0.038884626;-0.83915664;0.704183867;1.098438136
5.81;1.6796875;0;0.088780824;3.81604566;14.56220448;6.143794163
7.08;1.6796875;0;0.018870384;-0.931138011;0.867017996;37.04974881
8.065;1.6796875;0;0.017112953;-1.376481242;1.89470061;43.72892249
8.085;1.6796875;0;-0.01034924;-0.892750248;0.797003005;14.30347515
8.21;1.6796875;0;0.018175663;-2.124013045;4.511431414;1.245976359
9.21;1.6796875;0;0.041200411;-0.889633696;0.791448114;0.871515986
10.1;1.6796875;0;-0.003622422;-0.505641303;0.255673127;0.046802449
11.225;1.6796875;0;-0.022419385;-0.178663725;0.031920727;13.67784427
12.245;1.6796875;0;-0.02669245;-0.075169744;0.00565049;10.47996449
13.25;1.6796875;0;0.007114079;-1.218991108;1.485939322;30.33633229
14.93;1.6796875;0;0.073880216;4.004882452;16.03908346;4.355262075
14.965;1.6796875;0;0.049677294;-4.956810286;24.56996821;6.894337171
15.26;1.6796875;0;-0.017069377;-1.279171267;1.63627913;18.60405215
15.265;1.6796875;0;-0.023465233;-0.912387291;0.832450569;17.41531981
17.165;1.6796875;0;0.005153558;1.176603694;1.384396252;81.8649954
17.2;1.6796875;0;0.020112783;-1.770325301;3.134051673;55.72821106
17.205;1.6796875;0;0.011261157;-1.948188869;3.795439868;47.19875013
17.905;1.6796875;0;0.096218678;1.863013579;3.470819596;4.503009534
18.31;1.6796875;0;0.027961913;1.615373245;2.609430719;1.678449979
18.33;1.6796875;0;0.049094967;-0.176314227;0.031086707;1.603382475
18.335;1.6796875;0;0.048213396;-0.749418839;0.561628597;1.5697339
18.655;1.6796875;0;0.047370821;1.297462792;1.683409697;1.936312807
18.875;1.6796875;0;0.10426035;1.633437895;2.668119355;3.896596638
19.165;1.6796875;0;0.049739473;0.022362801;0.000500095;53.22997729
20.1;1.6796875;0;0.030357938;-16.02491501;256.7979012;55.14243551
21.275;1.6796875;0;0.030330469;0.774357822;0.599630037;50.44389015
21.445;1.6796875;0;0.013105677;-2.276595636;5.182887688;1.501425672
22.1;1.6796875;0;0.03148556;-4.942587011;24.42916636;7.031887772
23.095;1.6796875;1;0.094148088;1.526774602;2.331040686;3.564062432
23.425;1.6796875;1;-0.01272166;-0.933531409;0.871480891;13.50174979
23.455;1.6796875;0;-0.021336093;0.047672589;0.002272676;3.887069822
23.54;1.6796875;0;0.036706283;-1.689515003;2.854460947;1.229255963
23.545;1.6796875;0;0.028258708;-2.105936236;4.434967432;1.350702617
24.495;1.6796875;0;-0.018364754;0.759615274;0.577015364;1.087179481
24.55;1.6796875;0;0.041711125;-1.234071139;1.522931575;1.021565306
